GenNHS_ID	GenNHS_Code_Key	GenNHS_Name	OverrideGenNHS_Name	ChemistListPrice_Amt	MoleculeGroup_Name	GenNhsSubGroup_Name	GenNhsSubGroup_ID	EffectiveFromCalendarPeriod_Number	EffectiveToCalendarPeriod_Number	AuditJob_ID	AuditCreate_Date	AuditUpdate_Date	AuditModify_Flag	AuditSource_Code	OverrideGenNHS_Code_Description
4325	SIBU4	SIBUTRAMINE	NULL	156.38	SIBUTRAMINE	SIBUTRAMINE	1595	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4326	SIL7	SILVER SULFADIAZINE & CHLORHEX	NULL	13.20	SILVER SULFADIAZINE & CHLORHEX	SILVER SULFADIAZINE & CHLORHEX	1598	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4327	SILD1	SILDENAFIL	NULL	49.3273	SILDENAFIL CITRATE	SILDENAFIL	1596	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5208	SILD12	SILDENAFIL	NULL	NULL		SILDENAFIL	1596	NULL	NULL	5700648	2014-07-02 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4328	SILD2	SILDENAFIL	NULL	62.7909	SILDENAFIL	SILDENAFIL	1596	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4329	SILD3	SILDENAFIL	NULL	67.9091	SILDENAFIL	SILDENAFIL	1596	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4330	SILD4	SILDENAFIL	NULL	898.43	SILDENAFIL	SILDENAFIL	1596	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	SILDENAFIL TAB 20MG 90 SILD4
4331	SILD6	SILDENAFIL	NULL	160.00	SILDENAFIL	SILDENAFIL	1596	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4332	SILV1	SILVER SULFADIAZINE	NULL	11.0696	SILVER SULFADIAZINE	SILVER SULFADIAZINE	1597	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4333	SIM1	SIMVASTATIN	NULL	15.3826	SIMVASTATIN	SIMVASTATIN	1599	201209	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4334	SIM2	SIMVASTATIN	NULL	22.1304	SIMVASTATIN	SIMVASTATIN	1599	201209	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4335	SIM3	SIMVASTATIN	NULL	12.65	SIMVASTATIN	SIMVASTATIN	1599	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5196	SIME1	SITAGLIPTIN/METFORMIN HCL	NULL	NULL		SITAGLIPTIN/METFORMIN HCL	1603	NULL	NULL	5700648	2014-05-02 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5197	SIME2	SITAGLIPTIN/METFORMIN HCL	NULL	NULL		SITAGLIPTIN/METFORMIN HCL	1603	NULL	NULL	5700648	2014-05-02 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5269	SIME3	SIMEPREVIR	NULL	NULL		SIMEPREVIR	1892	NULL	NULL	6457911	2014-12-01 00:00:00.000	2014-12-02 19:32:58.510	U	DW	NULL
4336	SIMV1	SIMVASTATIN	NULL	31.85	SIMVASTATIN	SIMVASTATIN	1599	201209	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4337	SIMV2	SIMVASTATIN	NULL	44.7727	SIMVASTATIN	SIMVASTATIN	1599	201209	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4338	SIRO1	SIROLIMUS.	SIROLIMUS	723.33	SIROLIMUS	SIROLIMUS	1601	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4339	SIRO2	SIROLIMUS.	SIROLIMUS	468.00	SIROLIMUS	SIROLIMUS	1601	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4340	SIRO3	SIROLIMUS	NULL	503.1923	SIROLIMUS	SIROLIMUS	1601	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4341	SIRO4	SIROLIMUS	NULL	777.7212	SIROLIMUS	SIROLIMUS	1601	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4342	SIRO5	SIROLIMUS	NULL	1516.6058	SIROLIMUS	SIROLIMUS	1601	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4343	SIRO6	SIROLIMUS.	SIROLIMUS	1446.67	SIROLIMUS	SIROLIMUS	1601	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4344	SIRO7	SIROLIMUS	NULL	NULL	SIROLIMUS	SIROLIMUS	1601	NULL	NULL	5700648	2011-06-01 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4345	SIRO8	SIROLIMUS	NULL	NULL	SIROLIMUS	SIROLIMUS	1601	NULL	NULL	5700648	2011-06-01 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5041	SISI1	SIMVASTATIN/SITAGLIPTIN	NULL	NULL		SIMVASTATIN/SITAGLIPTIN	1600	NULL	NULL	5700648	2013-04-01 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5042	SISI2	SIMVASTATIN/SITAGLIPTIN	NULL	NULL		SIMVASTATIN/SITAGLIPTIN	1600	NULL	NULL	5700648	2013-04-01 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5043	SISI3	SIMVASTATIN/SITAGLIPTIN	NULL	NULL		SIMVASTATIN/SITAGLIPTIN	1600	NULL	NULL	5700648	2013-04-01 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4346	SITA1	SITAGLIPTIN PHOS MONO	NULL	77.0636	SITAGLIPTIN	SITAGLIPTIN PHOS MONO	1602	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4347	SITA2	SITAGLIPTIN PHOS MONO	NULL	77.0636	SITAGLIPTIN	SITAGLIPTIN PHOS MONO	1602	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4348	SITA3	SITAGLIPTIN PHOS MONO	NULL	77.0636	SITAGLIPTIN	SITAGLIPTIN PHOS MONO	1602	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4349	SITA4	SITAXENTAN SODIUM	NULL	2743.80	SITAXENTAN SODIUM	SITAXENTAN SODIUM	1604	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4350	SITA5	SITAGLIPTIN/METFORMIN HCL	NULL	80.20	SITAGLIPTIN/METFORMIN HCL	SITAGLIPTIN/METFORMIN HCL	1603	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4351	SITA6	SITAGLIPTIN/METFORMIN HCL	NULL	82.3182	SITAGLIPTIN/METFORMIN HCL	SITAGLIPTIN/METFORMIN HCL	1603	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4352	SITA7	SITAGLIPTIN/METFORMIN HCL	NULL	82.8636	SITAGLIPTIN/METFORMIN HCL	SITAGLIPTIN/METFORMIN HCL	1603	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4353	SKI4	SKIN CLEANSER	NULL	12.2753		SKIN CLEANSER	1605	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4354	SKIN2	SKIN EMOLLIENT	NULL	9.5043		SKIN EMOLLIENT	1606	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4355	SLD1	SULINDAC	NULL	4.313	SULINDAC	SULINDAC	1653	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4356	SO18	SODIUM CHLOR & GLUC	NULL	2.9739		SODIUM CHLOR & GLUC	1613	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4357	SO19	SODIUM CROMOGLYCATE	NULL	21.7304	SODIUM CROMOGLYCATE	SODIUM CROMOGLYCATE	1618	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4358	SO43	SODIUM VALPROATE	NULL	11.2261	SODIUM VALPROATE	SODIUM VALPROATE	1629	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4359	SO44	SODIUM CITROTARTRATE	NULL	6.20	SODIUM CITROTARTRATE	SODIUM CITROTARTRATE	1616	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4360	SO45	SODIUM CROMOGLYCATE	NULL	21.6087	SODIUM CROMOGLYCATE	SODIUM CROMOGLYCATE	1618	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4361	SO46	SODIUM CHLORIDE	NULL	3.40		SODIUM CHLORIDE	1614	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4362	SO51	SODIUM LACTATE COMPOUND	NULL	1.9913	SODIUM LACTATE COMPOUND	SODIUM LACTATE COMPOUND	1624	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4363	SO56	SODIUM VALPROATE	NULL	11.1217	SODIUM VALPROATE	SODIUM VALPROATE	1629	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4364	SO58	SODIUM LACT & GLUC	NULL	2.81		SODIUM LACT & GLUC	1622	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4365	SO68	SODIUM CROMOGLYCATE	NULL	24.40		SODIUM CROMOGLYCATE	1618	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4366	SO69	SODIUM CROMOGLYCATE	NULL	6.7739	SODIUM CROMOGLYCATE	SODIUM CROMOGLYCATE	1618	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4367	SO89	SODIUM ACID PHOSPH	NULL	68.3727	SODIUM ACID PHOSPH	SODIUM ACID PHOSPH	1608	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4368	SOA1	SODIUM AUROTHIOMALATE	NULL	55.10	SODIUM AUROTHIOMALATE	SODIUM AUROTHIOMALATE	1610	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4369	SOA2	SODIUM AUROTHIOMALATE	NULL	87.50	SODIUM AUROTHIOMALATE	SODIUM AUROTHIOMALATE	1610	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4370	SOA3	SODIUM AUROTHIOMALATE	NULL	132.7727	SODIUM AUROTHIOMALATE	SODIUM AUROTHIOMALATE	1610	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4371	SOC1	SODIUM CHLOR & GLUC	NULL	2.81		SODIUM CHLOR & GLUC	1613	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4372	SOC2	SODIUM CHLOR & GLUC	NULL	2.32		SODIUM CHLOR & GLUC	1613	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4373	SOC3	SODIUM CHLOR & GLUC	NULL	2.32		SODIUM CHLOR & GLUC	1613	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4374	SOC4	SODIUM CITROTARTRATE	NULL	6.4727		SODIUM CITROTARTRATE	1616	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4375	SOC7	SODIUM LACTATE COMPOUND	NULL	2.8522	SODIUM LACTATE COMPOUND	SODIUM LACTATE COMPOUND	1624	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4376	SOC9	SODIUM CELL PHOS	NULL	130.5545		SODIUM CELL PHOS	1612	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4377	SOD5	SODIUM BICARBONATE	NULL	10.89		SODIUM BICARBONATE	1611	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4378	SOD6	SODIUM NITROPRUSSIDE	NULL	347.62		SODIUM NITROPRUSSIDE	1626	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4379	SOD8	SODIUM CHLORIDE	NULL	4.313		SODIUM CHLORIDE	1614	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4380	SOD9	SODIUM CHLORIDE CPD	NULL	2.70		SODIUM CHLORIDE CPD	1615	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4381	SODF1	SODIUM FLUORESCEIN	NULL	34.00		SODIUM FLUORESCEIN	1620	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4382	SODI10	SODIUM CLODRONATE	NULL	309.66	SODIUM CLODRONATE	SODIUM CLODRONATE	1617	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4383	SODI11	SODIUM CLODRONATE	NULL	370.59		SODIUM CLODRONATE	1617	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4384	SODI13	SODIUM ACETATE	NULL	464.90		SODIUM ACETATE	1607	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4385	SODI15	SODIUM NITRATE	NULL	1593.63		SODIUM NITRATE	1625	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4386	SODI17	SODIUM THIOSULFATE	NULL	484.798		SODIUM THIOSULFATE	1628	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4387	SODI18	SODIUM CLODRONATE	NULL	367.02	SODIUM CLODRONATE	SODIUM CLODRONATE	1617	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4388	SODI19	SODIUM CROMOGLYCATE CFC FREE	NULL	25.5826	SODIUM CROMOGLYCATE	SODIUM CROMOGLYCATE CFC FREE	1619	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4389	SODI23	SODIUM CHLORIDE	NULL	3.00		SODIUM CHLORIDE	1614	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4390	SODI24	SODIUM CHLORIDE	NULL	1.9913		SODIUM CHLORIDE	1614	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4391	SODV1	SODIUM VALPROATE	NULL	22.24	SODIUM VALPROATE	SODIUM VALPROATE	1629	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5480	SOFO2	SOFOSBUVIR	NULL	NULL		SOFOSBUVIR	1958	NULL	NULL	9963689	2016-03-01 00:00:00.000	2016-03-02 19:34:22.780	U	DW	NULL
5481	SOFO3	SOFOSBUVIR	NULL	NULL		SOFOSBUVIR	1958	NULL	NULL	9963689	2016-03-01 00:00:00.000	2016-03-02 19:34:22.780	U	DW	NULL
4392	SOLI5	SOLIFENACIN	NULL	42.71	SOLIFENACIN	SOLIFENACIN	1630	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4393	SOLI6	SOLIFENACIN	NULL	56.20	SOLIFENACIN	SOLIFENACIN	1630	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4394	SOMA1	SOMATROPIN	NULL	0.00		SOMATROPIN	1632	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4395	SOMA10	SOMATROPIN	NULL	0.00	SOMATROPIN	SOMATROPIN	1632	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4396	SOMA11	SOMATROPIN	NULL	0.00		SOMATROPIN	1632	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4397	SOMA19	SOMATROPIN	NULL	0.00	SOMATROPIN	SOMATROPIN	1632	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4398	SOMA2	SOMATROPIN	NULL	0.00	SOMATROPIN	SOMATROPIN	1632	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5381	SOMA24	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5382	SOMA25	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5383	SOMA26	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5384	SOMA27	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5385	SOMA28	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5386	SOMA29	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
4399	SOMA3	SOMATROPIN	NULL	0.00		SOMATROPIN	1632	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5387	SOMA30	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5388	SOMA31	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5389	SOMA32	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5390	SOMA33	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5391	SOMA34	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5392	SOMA35	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5393	SOMA36	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5394	SOMA37	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5395	SOMA38	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5396	SOMA39	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
4400	SOMA4	SOMATROPIN	NULL	0.00		SOMATROPIN	1632	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5397	SOMA40	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5398	SOMA41	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5399	SOMA42	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5400	SOMA43	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5401	SOMA44	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5402	SOMA45	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5403	SOMA46	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5404	SOMA47	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5405	SOMA48	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5406	SOMA49	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5407	SOMA50	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5408	SOMA51	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5409	SOMA52	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5410	SOMA53	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	8489197	2015-09-01 00:00:00.000	2015-09-01 19:32:01.783	I	DW	NULL
5432	SOMA54	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	9211742	2015-12-01 00:00:00.000	2015-12-01 19:33:24.397	I	DW	NULL
5433	SOMA55	SOMATROPIN	NULL	NULL		SOMATROPIN	1632	NULL	NULL	9211742	2015-12-01 00:00:00.000	2015-12-01 19:33:24.397	I	DW	NULL
4401	SOMA6	SOMATREM	NULL	245.52		SOMATREM	1631	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4402	SOMA8	SOMATROPIN	NULL	0.00	SOMATROPIN	SOMATROPIN	1632	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4403	SOMA9	SOMATROPIN	NULL	0.00	SOMATROPIN	SOMATROPIN	1632	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4404	SORA1	SORAFENIB	NULL	3190.33	SORAFENIB	SORAFENIB	1633	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4405	SORB2	SORBITOL	NULL	10.63		SORBITOL	1634	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4406	SORB3	SORBITOL/SOD CITR/SOD LAURYL	NULL	11.90		SORBITOL/SOD CITR/SOD LAURYL	1635	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4407	SORB5	SORBITOL/SOD CITR/SOD LAURYL	NULL	11.2435		SORBITOL/SOD CITR/SOD LAURYL	1635	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4408	SORB6	SORBITOL/SOD CITR/SOD LAURYL	NULL	NULL		SORBITOL/SOD CITR/SOD LAURYL	1635	NULL	NULL	5700648	2012-03-01 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4409	SOT8	SOTALOL	NULL	16.5913	SOTALOL	SOTALOL	1636	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4410	SOTA3	SOTALOL	NULL	13.89		SOTALOL	1636	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4411	SOTA7	SOTALOL	NULL	7.7304	SOTALOL	SOTALOL	1636	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4412	SOU2	SODIUM VALPROATE	NULL	12.3913	SODIUM VALPROATE	SODIUM VALPROATE	1629	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4413	SOV1	SODIUM VALPROATE	NULL	12.3913	SODIUM VALPROATE	SODIUM VALPROATE	1629	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4414	SOYL1	SOY LECITHIN	NULL	12.887		SOY LECITHIN	1637	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4415	SOYP1	SOY PROT/FAT/VIT/MIN-CARB FREE	NULL	5.3173		SOY PROT/FAT/VIT/MIN-CARB FREE	1638	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4416	SP10	SPIRONOLACTONE	NULL	19.7391	SPIRONOLACTONE	SPIRONOLACTONE	1640	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4417	SPE8	SPECTINOMYCIN	NULL	17.3909		SPECTINOMYCIN	1639	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4418	SPI1	SPIRONOLACTONE	NULL	5.0174	SPIRONOLACTONE	SPIRONOLACTONE	1640	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4419	ST12	STERCULIA & FRANGULA	NULL	8.3182		STERCULIA & FRANGULA	1642	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
4420	ST20	STERCULIA & FRANGULA	NULL	16.113	STERCULIA & FRANGULA	STERCULIA & FRANGULA	1642	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
